,picked,start_pick,Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,max_speed,mean_speed,min_speed,ChienPao_Dragonite,Tornadus_Urshifu,FlutterMane_ChiYu,Indeedee_Armarouge,0,my_party
42,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,135,97.66666666666667,60,0,0,0,0,0,"['Ogerpon-Wellspring', 'Tauros-Paldea-Blaze', 'Flutter Mane', 'Farigiraf', 'Goodra-Hisui', 'Tornadus-Therian']"
43,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,135,97.66666666666667,60,0,0,0,0,0,"['Ogerpon-Wellspring', 'Tauros-Paldea-Blaze', 'Flutter Mane', 'Farigiraf', 'Goodra-Hisui', 'Tornadus-Therian']"
44,1,1,0,1,2,1,1,0,2,0,0,1,0,0,1,1,0,1,1,0,111,90.33333333333333,50,0,1,0,0,1,"['Tornadus', 'Arcanine-Hisui', 'Iron Hands', 'Gholdengo', 'Urshifu', 'Ogerpon-Wellspring']"
45,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,1,1,119,75.83333333333333,39,0,0,0,0,1,"['Gastrodon-East', 'Heatran', 'Iron Hands', 'Grimmsnarl', 'Roaring Moon', 'Ogerpon']"
46,1,1,0,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,135,87.16666666666667,35,0,0,1,0,0,"['Dondozo', 'Glimmora', 'Tatsugiri', 'Chi-Yu', 'Flutter Mane', 'Rillaboom']"
47,0,0,0,0,2,1,1,0,1,0,0,2,1,0,0,1,0,1,1,0,97,79.33333333333333,50,0,0,0,0,1,"['Eelektross', 'Pelipper', 'Rillaboom', 'Gholdengo', 'Articuno-Galar', 'Urshifu']"
48,1,1,0,1,2,1,0,1,1,0,0,0,0,0,1,1,1,2,1,1,119,90.83333333333333,60,0,0,0,0,1,"['Ninetales-Alola', 'Empoleon', 'Roaring Moon', 'Sinistcha', 'Urshifu', 'Arcanine-Hisui']"
49,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,1,136,86.66666666666667,50,0,0,0,0,0,"['Chandelure', 'Grimmsnarl', 'Ogerpon-Cornerstone', 'Iron Hands', 'Gholdengo', 'Iron Bundle']"
50,1,0,0,0,2,0,2,2,3,1,0,0,0,0,0,0,0,1,0,1,136,87.83333333333333,15,0,0,0,0,0,"['Iron Hands', 'Iron Bundle', 'Urshifu', 'Sneasler', 'Ninetales-Alola', 'Pincurchin']"
51,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,135,86.33333333333333,30,0,0,0,0,0,"['Amoonguss', 'Landorus-Therian', 'Iron Hands', 'Flutter Mane', 'Heatran', 'Chien-Pao']"
52,1,1,1,0,1,1,2,0,1,0,0,1,1,0,0,0,1,2,1,0,119,81.5,50,0,0,0,0,1,"['Zapdos', 'Iron Hands', 'Farigiraf', 'Ogerpon-Wellspring', 'Roaring Moon', 'Kingambit']"
53,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,136,99.5,50,0,0,1,0,0,"['Chi-Yu', 'Iron Bundle', 'Rillaboom', 'Landorus-Therian', 'Iron Hands', 'Flutter Mane']"
54,0,0,1,1,2,1,0,1,2,0,0,0,1,0,0,1,0,2,0,0,136,80.33333333333333,25,0,0,0,0,0,"['Chesnaught', 'Farigiraf', 'Urshifu', 'Dusclops', 'Chi-Yu', 'Iron Bundle']"
55,1,0,0,1,1,2,0,0,1,1,0,0,0,0,1,1,0,1,2,0,110,65.33333333333333,30,0,0,0,0,2,"['Garganacl', 'Amoonguss', 'Annihilape', 'Kingambit', 'Heatran', 'Ogerpon-Wellspring']"
56,0,0,0,2,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,2,135,69.16666666666667,20,0,0,0,0,0,"['Torkoal', 'Flutter Mane', 'Lilligant-Hisui', 'Arcanine-Hisui', 'Clefairy', 'Amoonguss']"
57,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,1,0,111,92.0,80,0,1,0,0,1,"['Tornadus', 'Urshifu', 'Brambleghast', 'Arcanine-Hisui', 'Regidrago', 'Gholdengo']"
58,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,1,0,111,92.0,80,0,1,0,0,1,"['Tornadus', 'Urshifu', 'Brambleghast', 'Arcanine-Hisui', 'Regidrago', 'Gholdengo']"
59,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,2,0,0,100,68.33333333333333,40,0,0,0,0,0,"['Ursaluna', 'Cresselia', 'Zapdos', 'Sableye', 'Samurott-Hisui', 'Dipplin']"
60,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,2,0,0,100,68.33333333333333,40,0,0,0,0,0,"['Ursaluna', 'Cresselia', 'Zapdos', 'Sableye', 'Samurott-Hisui', 'Dipplin']"
61,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,115,91.66666666666667,72,0,0,0,0,0,"['Persian-Alola', 'Typhlosion-Hisui', 'Landorus-Therian', 'Iron Thorns', 'Illumise', 'Bruxish']"
62,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,115,91.66666666666667,72,0,0,0,0,0,"['Persian-Alola', 'Typhlosion-Hisui', 'Landorus-Therian', 'Iron Thorns', 'Illumise', 'Bruxish']"
63,1,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,136,86.83333333333333,33,0,0,0,0,1,"['Heatran', 'Bronzong', 'Politoed', 'Tornadus', 'Tinkaton', 'Barraskewda']"
64,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,136,86.83333333333333,33,0,0,0,0,1,"['Heatran', 'Bronzong', 'Politoed', 'Tornadus', 'Tinkaton', 'Barraskewda']"
65,1,1,0,1,0,2,0,1,1,0,0,1,0,0,0,2,1,1,0,1,135,106.0,70,0,0,0,0,1,"['Weavile', 'Ogerpon-Hearthflame', 'Kommo-o', 'Sinistcha-Masterpiece', 'Flutter Mane', 'Tornadus']"
66,1,1,0,1,0,2,0,1,1,0,0,1,0,0,0,2,1,1,0,1,135,106.0,70,0,0,0,0,1,"['Weavile', 'Ogerpon-Hearthflame', 'Kommo-o', 'Sinistcha-Masterpiece', 'Flutter Mane', 'Tornadus']"
67,1,1,0,1,0,2,0,1,1,0,0,1,0,0,0,2,1,1,0,1,135,106.0,70,0,0,0,0,1,"['Weavile', 'Ogerpon-Hearthflame', 'Kommo-o', 'Sinistcha-Masterpiece', 'Flutter Mane', 'Tornadus']"
68,1,1,0,0,3,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,135,90.83333333333333,35,0,1,0,0,1,"['Dondozo', 'Tatsugiri', 'Rillaboom', 'Tornadus', 'Urshifu', 'Chien-Pao']"
69,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,1,1,0,119,88.83333333333333,55,0,0,0,0,0,"['Dragonite', 'Roaring Moon', 'Ampharos', 'Gholdengo', 'Volbeat', 'Espeon']"
70,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,1,1,0,119,88.83333333333333,55,0,0,0,0,0,"['Dragonite', 'Roaring Moon', 'Ampharos', 'Gholdengo', 'Volbeat', 'Espeon']"
71,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,135,95.83333333333333,20,0,0,1,0,0,"['Flutter Mane', 'Chi-Yu', 'Torkoal', 'Haunter', 'Ogerpon-Wellspring', 'Ambipom']"
72,1,0,0,1,2,1,1,0,2,0,0,1,0,0,1,1,0,1,1,0,111,90.33333333333333,50,0,1,0,0,1,"['Tornadus', 'Arcanine-Hisui', 'Iron Hands', 'Gholdengo', 'Urshifu', 'Ogerpon-Wellspring']"
73,1,0,0,1,2,1,1,0,2,0,0,1,0,0,1,1,0,1,1,0,111,90.33333333333333,50,0,1,0,0,1,"['Tornadus', 'Arcanine-Hisui', 'Iron Hands', 'Gholdengo', 'Urshifu', 'Ogerpon-Wellspring']"
74,1,0,0,1,2,1,1,0,2,0,0,1,0,0,1,1,0,1,1,0,111,90.33333333333333,50,0,1,0,0,1,"['Tornadus', 'Arcanine-Hisui', 'Iron Hands', 'Gholdengo', 'Urshifu', 'Ogerpon-Wellspring']"
75,1,1,0,0,2,2,0,0,2,1,0,1,0,0,0,1,0,2,0,1,111,75.5,30,0,1,0,0,1,"['Sinistcha-Masterpiece', 'Tornadus', 'Urshifu', 'Quaquaval', 'Amoonguss', 'Grimmsnarl']"
76,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,2,0,0,142,111.66666666666667,85,0,1,0,0,1,"['Urshifu', 'Tornadus', 'Dragapult', 'Chien-Pao', 'Charizard', 'Cresselia']"
77,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,2,0,0,142,111.66666666666667,85,0,1,0,0,1,"['Urshifu', 'Tornadus', 'Dragapult', 'Chien-Pao', 'Charizard', 'Cresselia']"
78,1,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,135,90.83333333333333,35,0,1,0,0,1,"['Dondozo', 'Tatsugiri-Stretchy', 'Rillaboom', 'Tornadus', 'Urshifu', 'Chien-Pao']"
79,1,0,0,0,1,0,1,0,1,0,1,2,1,0,0,1,2,1,1,0,98,79.66666666666667,33,0,0,0,0,1,"['Landorus-Therian', 'Hydreigon', 'Dragonite', 'Annihilape', 'Bronzong', 'Rotom-Wash']"
80,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,111,89.5,50,0,0,0,0,1,"['Typhlosion-Hisui', 'Glimmora', 'Tornadus', 'Ogerpon-Wellspring', 'Iron Hands', 'Cresselia']"
81,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,3,1,2,135,102.16666666666667,60,0,0,0,0,0,"['Whimsicott', 'Flutter Mane', 'Urshifu', 'Incineroar', 'Metagross', 'Chien-Pao']"
82,1,1,0,0,2,1,1,0,1,0,0,2,1,0,0,0,2,1,1,0,111,92.16666666666667,65,0,0,0,0,1,"['Latias', 'Urshifu', 'Archaludon', 'Rillaboom', 'Pelipper', 'Thundurus']"
83,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,2,0,1,0,2,135,94.16666666666667,60,0,0,0,0,0,"['Sinistcha', 'Flutter Mane', 'Incineroar', 'Ninetales-Alola', 'Palafin', 'Landorus-Therian']"
84,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,135,104.16666666666667,75,0,0,1,0,1,"['Tornadus', 'Okidogi', 'Chi-Yu', 'Raging Bolt', 'Flutter Mane', 'Iron Boulder']"
85,0,0,1,1,1,1,0,0,1,0,0,1,2,0,0,0,1,2,1,0,100,78.66666666666667,60,0,0,0,0,0,"['Salamence', 'Metagross', 'Rillaboom', 'Urshifu', 'Incineroar', 'Farigiraf']"
86,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,1,2,1,2,135,95.5,35,0,0,0,0,0,"['Clefairy', 'Roaring Moon', 'Flutter Mane', 'Heatran', 'Ogerpon-Hearthflame', 'Urshifu']"
87,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,1,1,135,90.0,50,0,0,0,0,1,"['Ogerpon-Wellspring', 'Incineroar', 'Chien-Pao', 'Flutter Mane', 'Iron Hands', 'Kingambit']"
88,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,1,1,135,90.0,50,0,0,0,0,1,"['Ogerpon-Wellspring', 'Incineroar', 'Chien-Pao', 'Flutter Mane', 'Iron Hands', 'Kingambit']"
89,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,1,0,1,135,105.83333333333333,75,1,0,0,0,0,"['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']"
90,1,1,1,1,2,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0,110,82.0,60,0,0,0,0,0,"['Dragonite', 'Urshifu', 'Ogerpon-Hearthflame', 'Porygon2', 'Pelipper', 'Regidrago']"
91,1,0,1,1,2,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0,110,82.0,60,0,0,0,0,0,"['Dragonite', 'Urshifu', 'Ogerpon-Hearthflame', 'Porygon2', 'Pelipper', 'Regidrago']"
92,1,0,1,1,1,0,2,0,1,0,1,1,1,1,0,0,1,1,0,0,91,63.0,42,0,0,0,0,0,"['Raging Bolt', 'Incineroar', 'Landorus-Therian', 'Farigiraf', 'Araquanid', 'Iron Hands']"
93,1,0,1,1,1,0,2,0,1,0,1,1,1,1,0,0,1,1,0,0,91,63.0,42,0,0,0,0,0,"['Raging Bolt', 'Incineroar', 'Landorus-Therian', 'Farigiraf', 'Araquanid', 'Iron Hands']"
94,1,0,1,1,1,0,2,0,1,0,1,1,1,1,0,0,1,1,0,0,91,63.0,42,0,0,0,0,0,"['Raging Bolt', 'Incineroar', 'Landorus-Therian', 'Farigiraf', 'Araquanid', 'Iron Hands']"
95,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,111,92.66666666666667,60,0,0,0,0,1,"['Gholdengo', 'Regidrago', 'Ogerpon-Wellspring', 'Incineroar', 'Tornadus', 'Scream Tail']"
96,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,135,77.5,35,0,0,0,0,1,"['Clefairy', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Flutter Mane', 'Kingambit']"
97,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,135,77.5,35,0,0,0,0,1,"['Clefairy', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Flutter Mane', 'Kingambit']"
98,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,135,77.5,35,0,0,0,0,1,"['Clefairy', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Flutter Mane', 'Kingambit']"
99,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,135,77.5,35,0,0,0,0,1,"['Clefairy', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Flutter Mane', 'Kingambit']"
100,0,0,1,1,2,1,0,0,2,1,0,0,2,0,0,0,0,1,0,1,110,70.16666666666667,20,0,0,0,0,0,"['Indeedee-F', 'Hatterene', 'Torkoal', 'Okidogi', 'Ogerpon-Wellspring', 'Urshifu']"
101,0,0,1,1,2,1,0,0,2,1,0,0,2,0,0,0,0,1,0,1,110,70.16666666666667,20,0,0,0,0,0,"['Indeedee-F', 'Hatterene', 'Torkoal', 'Okidogi', 'Ogerpon-Wellspring', 'Urshifu']"
102,0,0,1,1,2,1,0,0,2,1,0,0,2,0,0,0,0,1,0,1,110,70.16666666666667,20,0,0,0,0,0,"['Indeedee-F', 'Hatterene', 'Torkoal', 'Okidogi', 'Ogerpon-Wellspring', 'Urshifu']"
103,0,0,1,1,2,1,0,0,2,1,0,0,2,0,0,0,0,1,0,1,110,70.16666666666667,20,0,0,0,0,0,"['Indeedee-F', 'Hatterene', 'Torkoal', 'Okidogi', 'Ogerpon-Wellspring', 'Urshifu']"
104,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,2,0,0,142,110.0,75,0,1,0,0,1,"['Smeargle', 'Entei', 'Tornadus', 'Dragapult', 'Chien-Pao', 'Urshifu']"
