,picked,start_pick,Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,max_speed,mean_speed,min_speed,ChienPao_Dragonite,Tornadus_Urshifu,FlutterMane_ChiYu,Indeedee_Armarouge,0,my_party
16,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,3,0,1,1,1,135,103.0,84,0,1,0,0,1,"['Brambleghast', 'Gholdengo', 'Flutter Mane', 'Tornadus', 'Urshifu', 'Landorus']"
17,0,0,1,0,1,2,0,0,1,0,1,0,1,0,0,3,0,0,0,1,135,90.33333333333333,52,0,0,0,0,1,"['Sinistcha', 'Cresselia', 'Ursaluna-Bloodmoon', 'Annihilape', 'Flutter Mane', 'Ogerpon-Wellspring']"
18,1,1,1,0,2,1,0,0,0,1,1,1,3,0,0,0,0,1,0,0,100,53.333333333333336,15,0,0,0,0,1,"['Slowpoke', 'Slowbro', 'Articuno-Galar', 'Muk-Alola', 'Snorlax', 'Toedscruel']"
19,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,1,0,111,92.0,80,0,1,0,0,1,"['Tornadus', 'Urshifu', 'Brambleghast', 'Arcanine-Hisui', 'Regidrago', 'Gholdengo']"
20,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,1,0,111,92.0,80,0,1,0,0,1,"['Tornadus', 'Urshifu', 'Brambleghast', 'Arcanine-Hisui', 'Regidrago', 'Gholdengo']"
21,1,1,0,1,0,1,0,0,1,2,0,1,1,0,0,0,1,2,1,1,120,85.16666666666667,60,0,0,0,0,0,"['Grimmsnarl', 'Moltres-Galar', 'Munkidori', 'Goodra-Hisui', 'Sneasler', 'Scovillain']"
22,1,1,0,1,0,1,0,0,1,2,0,1,1,0,0,0,1,2,1,1,120,85.16666666666667,60,0,0,0,0,0,"['Grimmsnarl', 'Moltres-Galar', 'Munkidori', 'Goodra-Hisui', 'Sneasler', 'Scovillain']"
23,1,1,0,2,0,1,0,1,2,0,1,1,1,1,0,0,0,0,0,1,110,98.33333333333333,80,0,0,0,0,1,"['Gallade', 'Tauros-Paldea-Blaze', 'Landorus-Therian', 'Ninetales-Alola', 'Ogerpon', 'Volcarona']"
24,1,0,0,2,0,1,0,1,2,0,1,1,1,1,0,0,0,0,0,1,110,98.33333333333333,80,0,0,0,0,1,"['Gallade', 'Tauros-Paldea-Blaze', 'Landorus-Therian', 'Ninetales-Alola', 'Ogerpon', 'Volcarona']"
25,1,0,0,2,0,1,0,1,2,0,1,1,1,1,0,0,0,0,0,1,110,98.33333333333333,80,0,0,0,0,1,"['Gallade', 'Tauros-Paldea-Blaze', 'Landorus-Therian', 'Ninetales-Alola', 'Ogerpon', 'Volcarona']"
26,0,0,1,1,2,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,136,92.66666666666667,60,0,0,0,0,0,"['Farigiraf', 'Landorus', 'Urshifu', 'Heatran', 'Iron Bundle', 'Rillaboom']"
27,0,0,1,1,2,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,136,92.66666666666667,60,0,0,0,0,0,"['Farigiraf', 'Landorus', 'Urshifu', 'Heatran', 'Iron Bundle', 'Rillaboom']"
28,0,0,1,1,2,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,136,92.66666666666667,60,0,0,0,0,0,"['Farigiraf', 'Landorus', 'Urshifu', 'Heatran', 'Iron Bundle', 'Rillaboom']"
29,1,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,1,91,60.166666666666664,30,0,0,0,0,0,"['Clefairy', 'Snorlax', 'Iron Hands', 'Sinistcha', 'Kommo-o', 'Landorus-Therian']"
30,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,135,90.16666666666667,50,0,0,0,0,1,"['Scizor', 'Talonflame', 'Dragonite', 'Kingambit', 'Flutter Mane', 'Quaquaval']"
31,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,135,90.16666666666667,50,0,0,0,0,1,"['Scizor', 'Talonflame', 'Dragonite', 'Kingambit', 'Flutter Mane', 'Quaquaval']"
32,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,135,90.16666666666667,50,0,0,0,0,1,"['Scizor', 'Talonflame', 'Dragonite', 'Kingambit', 'Flutter Mane', 'Quaquaval']"
33,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,1,2,1,135,90.16666666666667,50,0,0,0,0,1,"['Scizor', 'Talonflame', 'Dragonite', 'Kingambit', 'Flutter Mane', 'Quaquaval']"
34,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,1,91,60.166666666666664,30,0,0,0,0,0,"['Snorlax', 'Sinistcha', 'Landorus-Therian', 'Iron Hands', 'Clefairy', 'Kommo-o']"
35,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,1,91,60.166666666666664,30,0,0,0,0,0,"['Snorlax', 'Sinistcha', 'Landorus-Therian', 'Iron Hands', 'Clefairy', 'Kommo-o']"
36,0,0,1,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,1,91,60.166666666666664,30,0,0,0,0,0,"['Snorlax', 'Sinistcha', 'Landorus-Therian', 'Iron Hands', 'Clefairy', 'Kommo-o']"
37,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,119,83.33333333333333,60,0,0,0,0,2,"['Gothitelle', 'Clefable', 'Empoleon', 'Landorus', 'Arcanine', 'Roaring Moon']"
38,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,119,83.33333333333333,60,0,0,0,0,2,"['Gothitelle', 'Clefable', 'Empoleon', 'Landorus', 'Arcanine', 'Roaring Moon']"
39,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,119,83.33333333333333,60,0,0,0,0,2,"['Gothitelle', 'Clefable', 'Empoleon', 'Landorus', 'Arcanine', 'Roaring Moon']"
40,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,119,83.33333333333333,60,0,0,0,0,2,"['Gothitelle', 'Clefable', 'Empoleon', 'Landorus', 'Arcanine', 'Roaring Moon']"
41,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,119,83.33333333333333,60,0,0,0,0,2,"['Gothitelle', 'Clefable', 'Empoleon', 'Landorus', 'Arcanine', 'Roaring Moon']"
42,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,1,2,1,1,0,98,79.66666666666667,33,0,0,0,0,1,"['Landorus-Therian', 'Hydreigon', 'Dragonite', 'Annihilape', 'Bronzong', 'Rotom-Wash']"
43,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
44,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
45,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
46,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
47,1,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
48,1,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
49,1,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
50,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,1,110,97.66666666666667,80,0,0,0,0,0,"['Grafaiai', 'Gallade', 'Landorus', 'Espathra', 'Enamorus', 'Gholdengo']"
51,0,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
52,0,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
53,1,1,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
54,0,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
55,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,2,1,1,135,91.16666666666667,60,0,0,0,0,0,"['Salamence', 'Metagross', 'Rillaboom', 'Urshifu', 'Incineroar', 'Flutter Mane']"
56,1,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
57,1,0,2,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,75,52.5,35,0,0,0,0,0,"['Farigiraf', 'Ursaluna', 'Clefairy', 'Raging Bolt', 'Lurantis', 'Iron Hands']"
58,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,3,1,1,135,80.5,30,0,1,0,0,2,"['Urshifu', 'Tornadus', 'Incineroar', 'Amoonguss', 'Flutter Mane', 'Kingambit']"
59,0,0,0,1,1,1,0,0,1,1,1,2,0,0,0,0,1,2,1,0,111,80.66666666666667,30,0,1,0,0,1,"['Archaludon', 'Incineroar', 'Tornadus', 'Amoonguss', 'Urshifu', 'Landorus']"
60,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,3,0,1,135,88.66666666666667,30,0,0,0,0,0,"['Raging Bolt', 'Urshifu', 'Flutter Mane', 'Amoonguss', 'Chien-Pao', 'Incineroar']"
61,1,0,0,1,1,2,0,1,0,1,0,1,0,0,0,1,1,2,0,1,135,91.66666666666667,30,1,0,0,0,0,"['Flutter Mane', 'Dragonite', 'Amoonguss', 'Chien-Pao', 'Ogerpon-Wellspring', 'Incineroar']"
62,1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,1,1,1,116,81.0,60,0,0,0,0,0,"['Archaludon', 'Incineroar', 'Whimsicott', 'Rillaboom', 'Pelipper', 'Raging Bolt']"
63,0,0,0,1,2,1,0,2,1,0,0,1,0,0,0,0,1,3,0,1,136,110.66666666666667,80,1,0,0,0,0,"['Dragonite', 'Chien-Pao', 'Chi-Yu', 'Iron Bundle', 'Whimsicott', 'Urshifu']"
64,1,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,110,73.16666666666667,30,0,0,0,0,0,"['Amoonguss', 'Alcremie-Mint-Cream', 'Incineroar', 'Entei', 'Raging Bolt', 'Latias']"
65,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,2,0,136,93.33333333333333,50,0,0,0,0,1,"['Kingambit', 'Entei', 'Iron Bundle', 'Roaring Moon', 'Sinistcha', 'Archaludon']"
66,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,2,0,136,93.33333333333333,50,0,0,0,0,1,"['Kingambit', 'Entei', 'Iron Bundle', 'Roaring Moon', 'Sinistcha', 'Archaludon']"
67,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,2,1,1,0,1,135,79.16666666666667,30,0,0,0,0,1,"['Flutter Mane', 'Incineroar', 'Annihilape', 'Latios', 'Amoonguss', 'Iron Hands']"
68,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,2,1,1,0,1,135,79.16666666666667,30,0,0,0,0,1,"['Flutter Mane', 'Incineroar', 'Annihilape', 'Latios', 'Amoonguss', 'Iron Hands']"
69,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,2,1,1,0,1,135,79.16666666666667,30,0,0,0,0,1,"['Flutter Mane', 'Incineroar', 'Annihilape', 'Latios', 'Amoonguss', 'Iron Hands']"
70,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,2,1,0,1,0,111,76.5,30,0,0,0,0,1,"['Annihilape', 'Maushold', 'Amoonguss', 'Pelipper', 'Basculegion', 'Archaludon']"
71,1,1,1,0,1,2,0,1,0,0,1,0,0,0,1,1,1,1,0,2,135,109.16666666666667,50,0,0,0,0,0,"['Flutter Mane', 'Chien-Pao', 'Ogerpon-Cornerstone', 'Whimsicott', 'Walking Wake', 'Ursaluna']"
72,1,1,1,0,1,2,0,1,0,0,1,0,0,0,1,1,1,1,0,2,135,109.16666666666667,50,0,0,0,0,0,"['Flutter Mane', 'Chien-Pao', 'Ogerpon-Cornerstone', 'Whimsicott', 'Walking Wake', 'Ursaluna']"
